```
wrw,dvl-a50,1.4.0,0xf143880017070c,10.11.12.140*02
wrw,dvl-a50,1.4.0,0xfedcba98765432,10.11.12.140*67

No IP address
wrw,dvl-a50,1.4.0,0xf143880017070c*e6

```



På benken uten transducere
wrx,192.18,0.039,-0.000,0.011,0.011,4.13,y,0*c4
wrx,187.67,-0.031,0.010,-0.013,0.016,4.13,y,0*86
wrx,199.55,-0.097,0.028,-0.037,0.017,4.13,y,0*b4
wrx,234.15,0.030,0.000,0.009,0.013,4.13,y,0*da
wrx,215.99,-0.024,0.000,-0.007,0.015,4.13,y,0*73
wrx,197.91,-0.027,-0.000,-0.008,0.013,4.13,y,0*59
wrx,220.74,-0.010,-0.000,-0.002,0.014,4.13,y,0*fd
wrx,191.15,0.026,-0.000,0.008,0.016,4.13,y,0*19
wrx,199.19,-0.029,0.000,-0.009,0.012,4.13,y,0*c6
wrx,190.38,-0.021,0.035,-0.017,0.016,4.13,y,0*a0


Holdes i passe lengde fra bunn av tank

wrx,107.51,-0.006,-0.009,-0.005,0.000,0.92,y,0*b3
wrx,104.68,-0.002,0.005,-0.007,0.000,0.93,y,0*0f
wrx,112.83,0.007,0.017,0.006,0.000,0.93,y,0*d2
wrx,140.43,0.008,0.021,0.012,0.000,0.92,y,0*b7
wrx,118.47,0.009,0.020,0.013,0.000,0.92,y,0*54
wrx,111.19,-0.000,0.011,0.008,0.000,0.91,y,0*19
wrx,114.09,0.000,0.011,-0.004,0.000,0.91,y,0*6f
wrx,121.62,-0.002,-0.001,-0.003,0.000,0.91,y,0*e4
wrx,113.51,-0.003,-0.013,0.006,0.000,0.91,y,0*f9
wrx,116.53,-0.001,-0.007,0.007,0.000,0.91,y,0*45
wrx,122.24,-0.002,0.003,-0.001,0.000,0.91,y,0*62
wrx,117.33,-0.001,0.005,-0.008,0.000,0.91,y,0*ec
wrx,121.43,-0.006,-0.010,-0.008,0.000,0.91,y,0*90
wrx,119.41,-0.006,-0.013,-0.003,0.000,0.91,y,0*1f
wrx,104.44,-0.001,-0.005,0.002,0.000,0.91,y,0*4d
wrx,104.44,-0.001,-0.005,0.002,0.000,0.91,y,0*4d
wrx,102.94,0.002,-0.001,0.006,0.000,0.91,y,0*83
wrx,126.05,0.002,0.004,0.001,0.000,0.91,y,0*6e
wrx,110.98,0.004,0.006,0.004,0.000,0.92,y,0*76
wrx,107.12,0.003,0.007,0.004,0.000,0.92,y,0*4e
wrx,126.83,0.003,0.010,0.007,0.000,0.92,y,0*34
wrx,107.84,0.002,0.001,0.006,0.000,0.91,y,0*aa
wrx,120.98,-0.000,-0.003,0.001,0.000,0.91,y,0*b4
wrx,123.62,-0.003,-0.006,0.000,0.000,0.91,y,0*fb
wrx,119.10,-0.003,-0.003,-0.001,0.000,0.92,y,0*de
wrx,130.51,-0.001,-0.005,0.000,0.000,0.92,y,0*58
wrx,102.65,-0.002,-0.005,-0.002,0.000,0.92,y,0*1b
wrx,123.09,-0.003,-0.007,0.002,0.000,0.92,y,0*06
wrx,118.60,0.000,0.001,-0.000,0.000,0.92,y,0*7d
wrx,109.12,-0.001,0.002,-0.002,0.000,0.92,y,0*ed
wrx,117.78,0.000,0.003,-0.001,0.000,0.91,y,0*f9
wrx,110.15,-0.000,0.004,-0.002,0.000,0.91,y,0*ec

